"1838","1235 GRAND CONCOURSE 414, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"529","2321 SOUTHERN BOULEVARD, New York, NY, 10460","Match","Non_Exact","2321 SOUTHERN BLVD, BRONX, NY, 10460","-73.88224,40.851364","80301623","L"
"1839","1235 GRAND CONCOURSE 309, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"526","2307 CROTONA AVENUE, New York, NY, 10458","Match","Non_Exact","2307 CROTONA AVE, BRONX, NY, 10458","-73.8845,40.852203","80301614","L"
"1834","1020 GRAND CONCOURSE 18S, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"525","2353 CROTONA AVENUE, New York, NY, 10458","Match","Non_Exact","2353 CROTONA AVE, BRONX, NY, 10458","-73.88411,40.85297","80301614","L"
"1835","1020 GRAND CONCOURSE 16H, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"2969","429 WEST 256 STREET, New York, NY, 10471","Match","Non_Exact","429 W 256TH ST, BRONX, NY, 10471","-73.90371,40.903957","80296175","R"
"528","711 EAST 183RD STREET, New York, NY, 10458","Match","Non_Exact","711 E 183RD ST, BRONX, NY, 10458","-73.88522,40.851913","80301598","L"
"1836","1100 GRAND CONCOURSE 2B, New York, NY, 10456","Match","Non_Exact","1100 GRAND CONCOURSE, BRONX, NY, 10456","-73.91963,40.831985","640809830","R"
"2968","5850 LIEBIG AVENUE, New York, NY, 10471","Match","Non_Exact","5850 LIEBIG AVE, BRONX, NY, 10471","-73.90229,40.905964","80296181","R"
"527","2305 CROTONA AVENUE, New York, NY, 10458","Match","Non_Exact","2305 CROTONA AVE, BRONX, NY, 10458","-73.884514,40.85217","80301614","L"
"1837","1235 GRAND CONCOURSE 418, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2967","5844 LIEBIG AVENUE, New York, NY, 10471","Match","Non_Exact","5844 LIEBIG AVE, BRONX, NY, 10471","-73.902306,40.90591","80296181","R"
"3240","3530 HENRY HUDSON PKWY 6M, New York, NY, 10463","No_Match"
"3241","3530 HENRY HUDSON PARKWAY 15O, New York, NY, 10463","No_Match"
"571","2921 WALLACE AVENUE, New York, NY, 10467","Match","Non_Exact","2921 WALLACE AVE, BRONX, NY, 10467","-73.86438,40.868237","80303419","L"
"2111","857 EAST 164 STREET, New York, NY, 10459","Match","Non_Exact","857 E 164TH ST, BRONX, NY, 10459","-73.89939,40.823338","80302102","L"
"3242","3530 HENRY HUDSON PKWY 9E, New York, NY, 10463","No_Match"
"570","2917 HOLLAND AVENUE, New York, NY, 10467","Match","Non_Exact","2917 HOLLAND AVE, BRONX, NY, 10467","-73.865326,40.868134","80303414","L"
"2110","857 EAST 164 STREET, New York, NY, 10459","Match","Non_Exact","857 E 164TH ST, BRONX, NY, 10459","-73.89939,40.823338","80302102","L"
"3243","3530 HENRY HUDSON PARKWAY 5F, New York, NY, 10463","No_Match"
"3244","3530 HENRY HUDSON PARKWAY 7H, New York, NY, 10463","No_Match"
"2109","898 LONGWOOD AVENUE, New York, NY, 10459","Match","Non_Exact","898 LONGWOOD AVE, BRONX, NY, 10459","-73.90016,40.818665","80302035","R"
"3235","3215 ARLINGTON AVE. 5G, New York, NY, 10463","Match","Non_Exact","3215 ARLINGTON AVE, BRONX, NY, 10463","-73.91239,40.88441","80295987","L"
"574","2944 YATES AVENUE, New York, NY, 10469","Match","Non_Exact","2944 YATES AVE, BRONX, NY, 10469","-73.85465,40.868492","80303709","R"
"2103","830 EAST 169 STREET, New York, NY, 10459","Match","Non_Exact","830 E 169TH ST, BRONX, NY, 10459","-73.89799,40.82965","80302048","R"
"2992","680-06 DELAFIELD WAY, New York, NY, 10471","No_Match"
"3234","3206 FAIRFIELD AVENUE 4C, New York, NY, 10463","Match","Non_Exact","3206 FAIRFIELD AVE, BRONX, NY, 10463","-73.91366,40.884476","80295917","R"
"575","2923 HERING, New York, NY, 10469","No_Match"
"2104","830 EAST 169TH STREET, New York, NY, 10459","Match","Non_Exact","830 E 169TH ST, BRONX, NY, 10459","-73.89799,40.82965","80302048","R"
"2993","8 PLOUGHMANS BUSH, New York, NY, 10471","Match","Non_Exact","8 PLOUGHMANS BUSH, BRONX, NY, 10471","-73.91369,40.892597","632020862","R"
"3237","525 WEST 235TH STREET 2F, New York, NY, 10463","Match","Non_Exact","525 W 235TH ST, BRONX, NY, 10463","-73.90836,40.885365","80296024","R"
"572","2921 WALLACE AVENUE, New York, NY, 10467","Match","Non_Exact","2921 WALLACE AVE, BRONX, NY, 10467","-73.86438,40.868237","80303419","L"
"2101","678 UNION AVENUE, New York, NY, 10455","Match","Non_Exact","678 UNION AVE, BRONX, NY, 10455","-73.90414,40.816097","80302164","R"
"2994","4659 INDEPENDENCE AVENUE, New York, NY, 10471","Match","Non_Exact","4659 INDEPENDENCE AVE, BRONX, NY, 10471","-73.91158,40.893703","639093654","L"
"3236","3512 OXFORD AVENUE 5F, New York, NY, 10463","Match","Non_Exact","3512 OXFORD AVE, BRONX, NY, 10463","-73.908966,40.88567","80296025","R"
"573","2905 HONE AVENUE, New York, NY, 10469","Match","Non_Exact","2905 HONE AVE, BRONX, NY, 10469","-73.857666,40.86791","80303539","L"
"2102","830 EAST 169 STREET, New York, NY, 10459","Match","Non_Exact","830 E 169TH ST, BRONX, NY, 10459","-73.89799,40.82965","80302048","R"
"2995","5401 PALISADE AVENUE, New York, NY, 10471","Match","Non_Exact","5401 PALISADE AVE, BRONX, NY, 10471","-73.912575,40.90365","80308961","L"
"3239","3530 HENRY HUDSON PARKWAY 14A, New York, NY, 10463","No_Match"
"578","2915 PEARSALL AVENUE, New York, NY, 10469","Match","Non_Exact","2915 PEARSALL AVE, BRONX, NY, 10469","-73.85188,40.86797","80303727","L"
"2107","882 EAST 156 STREET, New York, NY, 10455","Match","Non_Exact","882 E 156TH ST, BRONX, NY, 10455","-73.901245,40.81701","80302189","R"
